shopify_id,handle,title,vendor,current_type,suggested_type,confidence,validation_status,reasoning,alternative_types,tags,collections
gid://shopify/Product/10111690670372,zilco-pony-training-snaffle,Zilco Pony Training Snaffle,Shire Saddleworld,(No Product Type),Bits,95,claude-validated,"Dual AI validation - OpenAI (90%) + Claude (95%) agree: The classification is correct. 'Zilco Pony Training Snaffle' clearly indicates this is a snaffle bit designed for pony training. A snaffle is a well-established type of horse bit, and the product name explicitly contains this terminology. The type 'Bits' is present in the valid product types list and is the most appropriate classification for this equestrian equipment. The high confidence is warranted due to the unambiguous product naming.",,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10111690768676,grainge-deluxe-ap-saddlepad,Grainge Deluxe AP Saddlepad,Shire Saddleworld,(No Product Type),All Purpose Pads,95,claude-validated,"Dual AI validation - OpenAI (95%) + Claude (95%) agree: The classification is correct. The product title 'Grainge Deluxe AP Saddlepad' explicitly contains 'AP' which is a standard abbreviation for 'All Purpose' in equestrian terminology. The product is clearly a saddle pad, and 'All Purpose Pads' is present in the valid product types list. The original classification reasoning is sound and the confidence level is appropriate.",,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10111690801444,zilco-training-flag-whip-110cm,Zilco Training Flag Whip 110cm,Shire Saddleworld,(No Product Type),Whips,90,claude-validated,"OpenAI override (higher confidence): The product title includes 'Training Flag Whip', which directly suggests it is a type of whip used in training horses. The length '110cm' is consistent with typical whip sizes.. Claude suggested: Bridle Accessories",Bridle Accessories,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10111690834212,akubra-outback-club,Akubra Outback Club,Shire Saddleworld,(No Product Type),CLOTHING: Hats & Caps,95,claude-validated,"Dual AI validation - OpenAI (85%) + Claude (95%) agree: Akubra is a well-established Australian brand exclusively known for manufacturing hats, particularly iconic outback-style hats. The 'Outback Club' is a specific hat model in their product line. The vendor 'Shire Saddleworld' is consistent with selling equestrian and rural lifestyle products, which commonly include Akubra hats. The classification 'CLOTHING: Hats & Caps' is correct. Confidence is increased to 95% because Akubra only produces hats, making this classification virtually certain despite the lack of explicit 'hat' mention in the title.",,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10111690899748,showcraft-ss-oval-link-training-bit-14mm,Showcraft SS Oval Link Training Bit 14mm,Shire Saddleworld,(No Product Type),Bits,100,claude-validated,"Dual AI validation - OpenAI (95%) + Claude (100%) agree: The classification is absolutely correct. The product title 'Showcraft SS Oval Link Training Bit 14mm' explicitly contains the word 'Bit' and describes a horse training bit with specific technical details (Oval Link, 14mm thickness). 'Bits' is present in the valid product types list and is the most appropriate category for this equestrian equipment used for horse control and training.",,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10111690932516,wrangler-mens-logo-soft-shell-jacket,Wrangler Men's Logo Soft Shell Jacket,Shire Saddleworld,(No Product Type),Clothing - Men's Clothing,95,claude-validated,"Dual AI validation - OpenAI (90%) + Claude (95%) agree: The product is explicitly described as 'Wrangler Men's Logo Soft Shell Jacket', which is clearly a men's clothing item. The classification 'Clothing - Men's Clothing' is the most appropriate match from the valid product types list. While 'CLOTHING: Casual Clothing Mens' could also be considered, the original classification is more general and equally valid. The high confidence is based on the clear gender specification ('Men's') and product type ('Jacket') in the title.",,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10111690965284,zenblend-new-formula-1-2kg,ZENblend NEW FORMULA - 1.2kg,Shire Saddleworld,(No Product Type),Horse Supplements,85,claude-validated,"OpenAI override (higher confidence): The product title 'ZENblend NEW FORMULA - 1.2kg' suggests a supplement, likely for horses given the vendor is Shire Saddleworld, which specializes in equestrian products. The weight indicates a consumable product, common for supplements.. Claude suggested: Coat, Hoof & Grooming","Coat, Hoof & Grooming",,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10111690998052,mcalister-stock-leathers-brass-58,"McAlister Stock Leathers Brass 58""",Shire Saddleworld,(No Product Type),Bridle Strapping,90,claude-validated,"Claude override (higher confidence): While 'Bridle Accessories' is a reasonable classification, 'Stock Leathers' are specifically leather straps used in horse tack, and the product list includes a more precise category 'Bridle Strapping' which is specifically for leather straps and strapping components. The 58"" length and 'Leathers' in the name strongly indicate this is strapping material rather than a general accessory like a browband or bit. 'Bridle Strapping' is the more accurate and specific classification available in the valid product types.. OpenAI suggested: Bridle Accessories",Bridle Accessories,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10111691030820,zilco-black-2-bar-treads,Zilco Black 2 Bar Treads,Shire Saddleworld,(No Product Type),Boots - Boot Accessories,90,claude-validated,"Claude override (higher confidence): Zilco is a well-known equestrian equipment brand, and '2 Bar Treads' specifically refers to replacement treads/soles for horse boots, not the boots themselves. These are accessories that attach to the bottom of boots to provide traction. The product is a component or accessory for boots rather than complete boots. 'Boots - Boot Accessories' is the most appropriate classification from the valid types list.. OpenAI suggested: Horse Boots",Horse Boots,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10111691096356,stetson-colorado-granite,Stetson Colorado Granite,Shire Saddleworld,(No Product Type),CLOTHING: Hats & Caps,95,claude-validated,"Dual AI validation - OpenAI (85%) + Claude (95%) agree: Stetson is a renowned hat manufacturer, and 'Colorado' is a classic Stetson hat style. 'Granite' refers to the color. The product is clearly a hat. The vendor Shire Saddleworld commonly sells western and equestrian apparel including hats. The classification 'CLOTHING: Hats & Caps' is accurate and appropriate from the valid product types list.",,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10111691129124,zilco-white-fillis-treads,Zilco White Fillis Treads,Shire Saddleworld,(No Product Type),Stirrup Treads,90,claude-validated,"OpenAI override (higher confidence): The title 'Zilco White Fillis Treads' suggests a product related to stirrups, specifically the treads that are used on stirrups. 'Fillis' is a common style of stirrup, and 'treads' indicates the part that provides grip. Therefore, 'Stirrup Treads' is the most specific match.. Claude suggested: Bridle Accessories",Bridle Accessories,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10111691194660,eureka-rubber-bit-guards,Eureka Rubber Bit Guards,Shire Saddleworld,(No Product Type),Bits - Bit Accessories,95,claude-validated,"Dual AI validation - OpenAI (90%) + Claude (95%) agree: The product 'Eureka Rubber Bit Guards' is clearly a bit accessory. Bit guards are protective rubber pieces that attach to horse bits to prevent pinching and rubbing at the corners of the horse's mouth. The product name explicitly contains 'Bit Guards' which directly corresponds to the 'Bits - Bit Accessories' category in the valid product types list. The vendor 'Shire Saddleworld' is an equestrian supplier, which further confirms this is a horse-related product. The classification is accurate and appropriate.",,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10111691227428,grainge-stirrup-tread-white,Grainge Stirrup Tread White,Shire Saddleworld,(No Product Type),Stirrup Treads,90,claude-validated,"OpenAI override (higher confidence): The title 'Grainge Stirrup Tread White' explicitly mentions 'Stirrup Tread', indicating that the product is a tread for stirrups. This matches the product type 'Stirrup Treads'.. Claude suggested: Bridle Accessories",Bridle Accessories,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10111691260196,zilco-rugby-training-pelham,Zilco Rugby Training Pelham,Shire Saddleworld,(No Product Type),Bits,95,claude-validated,"Dual AI validation - OpenAI (90%) + Claude (95%) agree: The classification is correct. A Pelham is a specific type of horse bit that combines elements of a snaffle and a curb bit, commonly used in English riding and training. Zilco is a well-known manufacturer of equestrian equipment including bits. The product title 'Zilco Rugby Training Pelham' clearly indicates this is a Pelham bit, with 'Rugby' likely referring to the specific model or style, and 'Training' indicating its intended use. The 'Bits' classification from the valid product types list is the most appropriate category for this item.",,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10111691325732,pure-western-girls-emma-boot-cut-jean,Pure Western Girls Emma Boot Cut Jean,Shire Saddleworld,(No Product Type),CLOTHING: Jeans,90,claude-validated,"OpenAI override (higher confidence): The title specifies 'Boot Cut Jean' which is a type of jeans, and 'Girls' indicates it's for children, aligning with the 'CLOTHING: Jeans' category.. Claude suggested: CLOTHING: Clothing Childs",CLOTHING: Clothing Childs,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10111691391268,nutriblend-1-8kg,NUTRIblend 1.8kg,Shire Saddleworld,(No Product Type),Bird Food & Treats,80,needs-review,"AIs disagree - needs review. OpenAI (80%): The product name 'NUTRIblend' suggests a nutritional blend, which is often associated with food or supplements. The weight (1.8kg) and lack of specific animal type in the title make it likely to be a bulk food product. Given the vendor 'Shire Saddleworld' and the absence of horse-specific keywords, it is reasonable to classify this as a bird food product.. Claude (75%): While 'NUTRIblend' could be a nutritional blend for various animals, the vendor 'Shire Saddleworld' is primarily an equestrian and pet supply retailer. The 1.8kg size is more typical of dog food packaging than bird food (which usually comes in smaller quantities). The previous classification's reasoning that 'absence of horse-specific keywords' makes it bird food is flawed - it's more likely to be dog food given the weight and vendor context. Bird food at 1.8kg would be unusual for a saddlery retailer. However, without more specific product details, there's also a possibility this could be a horse supplement, but 'Dog Food' from the valid types list seems most appropriate given the packaging size and vendor profile.",Bird Food & Treats; Dog Food,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10111691456804,akubra-dusty-dawn,Akubra Dusty Dawn,Shire Saddleworld,(No Product Type),CLOTHING: Hats & Caps,95,claude-validated,"Dual AI validation - OpenAI (85%) + Claude (95%) agree: Akubra is a renowned Australian hat manufacturer, famous for their wide-brimmed felt hats. 'Dusty Dawn' is a specific Akubra hat model/style name. The vendor 'Shire Saddleworld' is consistent with selling equestrian and rural wear, which commonly includes Akubra hats. The classification 'CLOTHING: Hats & Caps' is correct and appropriate. Confidence is increased to 95% due to Akubra being definitively a hat brand.",,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10111691489572,horze-junior-active-full-seat-breeches,Horze Junior Active Full-Seat Breeches,Shire Saddleworld,(No Product Type),CLOTHING: Jodhpurs & Breeches Childs,95,claude-validated,"Claude override (higher confidence): While 'Breeches & Riding Tights' is technically correct, there is a more specific and appropriate classification available. The product title explicitly states 'Junior' which indicates this is a children's product. The valid product types include 'CLOTHING: Jodhpurs & Breeches Childs' which is specifically designed for children's breeches, making it a more accurate classification than the general 'Breeches & Riding Tights' category. This follows the principle of using the most specific applicable category when available.. OpenAI suggested: Breeches & Riding Tights",Breeches & Riding Tights,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10111691522340,zilco-eggbutt-training-bradoon,Zilco Eggbutt Training Bradoon,Shire Saddleworld,(No Product Type),Bits,95,claude-validated,"Dual AI validation - OpenAI (90%) + Claude (95%) agree: The classification is correct. A 'Bradoon' is definitively a type of bit used in double bridles for horse riding. The 'Eggbutt' refers to the ring style of the bit, and 'Training' indicates its purpose. The product is from Zilco, a well-known equestrian equipment manufacturer. 'Bits' is present in the valid product types list and is the most appropriate classification for this item.",,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10111691587876,zilco-stock-stirrup-straps-pn-leather-1-1-4,"Zilco Stock Stirrup Straps PN Leather 1 1/4""",Shire Saddleworld,(No Product Type),Stirrup Leathers,90,claude-validated,"OpenAI override (higher confidence): The product title 'Zilco Stock Stirrup Straps PN Leather 1 1/4""' clearly indicates that these are stirrup straps made of leather. Stirrup straps are commonly referred to as 'Stirrup Leathers' in equestrian terminology.. Claude suggested: Bridle Accessories",Bridle Accessories,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10111691620644,mens-black-bonded-jacket-mwj1009000,Men's Black Bonded Jacket MWJ1009000,Shire Saddleworld,(No Product Type),Clothing - Men's Clothing,90,claude-validated,"OpenAI override (higher confidence): The title specifies 'Men's Black Bonded Jacket', indicating it is a piece of clothing specifically for men. The term 'jacket' aligns with the product type 'Clothing - Men's Clothing'.. Claude suggested: CLOTHING: Casual Clothing Mens",CLOTHING: Casual Clothing Mens,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10111691686180,eurohunter-dressage-saddlepad,Eurohunter Dressage Saddlepad,Shire Saddleworld,(No Product Type),All Purpose Pads,90,claude-validated,"OpenAI override (higher confidence): The product title 'Eurohunter Dressage Saddlepad' indicates it is a saddle pad specifically for dressage, which falls under the category of 'All Purpose Pads'. The term 'saddlepad' directly suggests it is a pad used under a saddle.. Claude suggested: All Purpose Pads",All Purpose Pads,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10111691915556,zilco-sweet-iron-snaffle-fine,Zilco Sweet Iron Snaffle Fine,Shire Saddleworld,(No Product Type),Bits,95,claude-validated,"Dual AI validation - OpenAI (90%) + Claude (95%) agree: The classification is correct. 'Zilco Sweet Iron Snaffle Fine' clearly describes a horse bit. Key indicators: 'Snaffle' is a specific type of bit design, 'Sweet Iron' is a material commonly used in bit manufacturing, and 'Fine' likely refers to the mouthpiece thickness. The vendor 'Shire Saddleworld' specializes in equestrian equipment, further confirming this is horse tack. 'Bits' is present in the valid product types list and is the most appropriate classification for this product.",,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10111691948324,zilco-tom-thumb,Zilco Tom Thumb,Shire Saddleworld,(No Product Type),Bits,90,claude-validated,"Dual AI validation - OpenAI (85%) + Claude (90%) agree: The classification 'Bits' is correct. 'Tom Thumb' is a well-known type of horse bit, specifically a short-shanked bit commonly used in Western riding. Zilco is a reputable manufacturer of equestrian equipment including bits and driving equipment. The product title clearly indicates this is a bit product. The vendor 'Shire Saddleworld' is an equestrian retailer, which further supports this classification. 'Bits' is present in the valid product types list, making this an appropriate and accurate classification.",,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10111692013860,zilco-black-pvc-stirrup-straps-1x56,"Zilco Black PVC Stirrup Straps 1""X56""",Shire Saddleworld,(No Product Type),Stirrup Leathers,90,claude-validated,"OpenAI override (higher confidence): The product title 'Zilco Black PVC Stirrup Straps 1""X56""' clearly indicates that these are stirrup straps, which are commonly referred to as stirrup leathers in equestrian terminology. The dimensions and material (PVC) further confirm their use as stirrup leathers.. Claude suggested: Bridle Accessories",Bridle Accessories,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10111692079396,thomas-cook-silver-twin-keeper-belt,Thomas Cook Silver Twin Keeper Belt,Shire Saddleworld,(No Product Type),Belt,95,claude-validated,"Dual AI validation - OpenAI (95%) + Claude (95%) agree: The product title explicitly states 'Belt' as the primary product descriptor. The classification is correct and matches the available product type 'Belt' in the valid types list. The vendor (Shire Saddleworld) and the product name (Thomas Cook Silver Twin Keeper Belt) clearly indicate this is a belt product, likely a leather or fashion belt for equestrian or casual wear. The previous classification is accurate.",,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10111692112164,jako-man-jacket,Jako Man Jacket,Shire Saddleworld,(No Product Type),Clothing - Men's Clothing,90,claude-validated,"OpenAI override (higher confidence): The title 'Jako Man Jacket' suggests a jacket specifically designed for men. The term 'Man' indicates it is a men's clothing item, and 'Jacket' specifies the type of clothing.. Claude suggested: CLOTHING: Casual Clothing Mens",CLOTHING: Casual Clothing Mens,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10111692767524,pessoa-gag,Pessoa Gag,Shire Saddleworld,(No Product Type),Bits,95,claude-validated,"Dual AI validation - OpenAI (90%) + Claude (95%) agree: The classification as 'Bits' is correct. A Pessoa Gag is indeed a specific type of gag bit used in equestrian activities. Gag bits are a subcategory of bits, and the Pessoa style is a well-recognized design in the equestrian world. The vendor Shire Saddleworld specializes in horse riding equipment, which supports this classification. The product type 'Bits' appears in the valid product types list, making this an appropriate and accurate classification.",,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10111692833060,saphir-tapis-de-selle,Saphir Tapis de Selle,Shire Saddleworld,(No Product Type),All Purpose Pads,90,claude-validated,"Dual AI validation - OpenAI (85%) + Claude (90%) agree: The classification is correct. 'Tapis de Selle' is French for 'saddle pad', and 'Saphir' (meaning sapphire) is likely a color or product line name. The vendor Shire Saddleworld specializes in equestrian products. 'All Purpose Pads' is the appropriate category from the valid product types list for saddle pads. The confidence is increased to 90% because the French terminology directly translates to saddle pad, and the vendor context strongly supports this classification.",,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10111692865828,samy-sweat-unisexe,Samy Sweat Unisexe,Shire Saddleworld,(No Product Type),CLOTHING: Casual Clothing Unisex,75,needs-review,"AIs disagree - needs review. OpenAI (75%): The title 'Samy Sweat Unisexe' suggests a casual clothing item, likely a sweatshirt, intended for both genders. The lack of specific equestrian or pet-related terms indicates general casual clothing.. Claude (65%): While 'Samy Sweat Unisexe' does indicate a unisex sweatshirt, the valid product types list does not include 'CLOTHING: Casual Clothing Unisex'. The available options are gender-specific: 'CLOTHING: Casual Clothing Ladies', 'CLOTHING: Casual Clothing Mens', and 'CLOTHING: Casual Clothing Childs'. Since unisex clothing is typically marketed towards adults and the vendor is Shire Saddleworld (an equestrian retailer), I suggest 'CLOTHING: Casual Clothing Ladies' as it's common practice to classify unisex items under one primary category. However, 'CLOTHING: Casual Clothing Mens' would be equally valid. The confidence is moderate because the classification system doesn't accommodate unisex items properly, forcing a choice between gendered categories.",CLOTHING: Casual Clothing Unisex; CLOTHING: Casual Clothing Ladies,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10111692931364,aria-women-jogging,Aria Women Jogging,Shire Saddleworld,(No Product Type),CLOTHING: Casual Clothing Ladies,85,claude-validated,"Dual AI validation - OpenAI (85%) + Claude (85%) agree: The product title 'Aria Women Jogging' clearly indicates this is a women's clothing item intended for jogging or casual athletic wear. While there are more specific categories like 'Active Tights' or 'Apparel - Ladies' in the valid types list, 'CLOTHING: Casual Clothing Ladies' is an appropriate classification for women's jogging apparel. The item could potentially also fit under 'CLOTHING: Clothing Ladies' or 'Clothing - Ladies Clothing', but the casual clothing designation is accurate for jogging wear. The classification is valid and well-reasoned.",,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10111692964132,rubber-slanting-fillis-pads,Rubber Slanting Fillis Pads,Shire Saddleworld,(No Product Type),Stirrup Treads,90,claude-validated,"OpenAI override (higher confidence): The product title 'Rubber Slanting Fillis Pads' suggests they are pads used in stirrups, specifically Fillis stirrups, which are a type of stirrup tread. The term 'pads' and 'Fillis' are strong indicators of this product type.. Claude suggested: Bridle Accessories",Bridle Accessories,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10111693029668,eureka-bot-egg-knife,Eureka Bot Egg Knife,Shire Saddleworld,(No Product Type),Dog Toys,75,needs-review,"AIs disagree - needs review. OpenAI (60%): The title 'Eureka Bot Egg Knife' does not clearly match any specific equestrian or pet product type. 'Egg Knife' could suggest a tool or accessory, but without more context, it is difficult to classify accurately. The vendor 'Shire Saddleworld' suggests an equestrian focus, but the product name remains ambiguous.. Claude (75%): The 'Eureka Bot Egg Knife' is most likely a dog toy rather than a DIY Kit. 'Bot Egg' products are typically durable rubber/plastic toys designed for dogs, and 'Knife' likely refers to the shape or design element. While Shire Saddleworld is primarily equestrian-focused, they do carry pet products as evidenced by the valid product types list including multiple dog and pet categories. The ambiguous title and lack of detailed description makes this challenging, but given the product name pattern and the vendor's product range that includes 'Dog Toys', this classification is more appropriate than DIY Kit, which typically refers to craft or assembly projects.",DIY Kit; Dog Toys,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10111693127972,eureka-horseplay-star-ball,Eureka Horseplay Star Ball,Shire Saddleworld,(No Product Type),Horse Toys,85,claude-validated,"OpenAI override (higher confidence): The product title 'Eureka Horseplay Star Ball' suggests it is a toy for horses, as 'Horseplay' and 'Ball' imply a playful item likely used for horse entertainment. The vendor being 'Shire Saddleworld', which specializes in equestrian products, supports this classification.. Claude suggested: Dog Toys",Dog Toys,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10111693193508,jismy-woman-competition-jacket,Jismy Woman Competition Jacket,Shire Saddleworld,(No Product Type),Competition Jacket,95,claude-validated,OpenAI override (higher confidence): The title 'Jismy Woman Competition Jacket' clearly indicates that this product is a competition jacket specifically designed for women. The term 'Competition Jacket' directly matches the valid product type list.. Claude suggested: CLOTHING: Clothing Ladies,CLOTHING: Clothing Ladies,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10111693259044,jaltika-woman-breeches-fix-system-rider,Jaltika Woman Breeches fix system Rider,Shire Saddleworld,(No Product Type),Breeches,95,claude-validated,"Dual AI validation - OpenAI (90%) + Claude (95%) agree: The product title explicitly contains 'Woman Breeches' which is a direct match to the product type 'Breeches'. The vendor 'Shire Saddleworld' is an equestrian supplier, and the term 'Rider' further confirms this is equestrian riding apparel. The 'fix system' likely refers to a specific fastening or grip technology used in the breeches. 'Breeches' is present in the valid product types list and is the most accurate classification. Alternative types like 'CLOTHING: Jodhpurs & Breeches Ladies' could also apply, but 'Breeches' is more direct and appropriate.",,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10111693291812,callie-blouse-short-sleeve,Callie Blouse Short Sleeve,Shire Saddleworld,(No Product Type),CLOTHING: Casual Clothing Ladies,85,claude-validated,"OpenAI override (higher confidence): The product is a 'blouse' with 'short sleeve', which typically falls under casual clothing for women. The vendor and collections do not provide additional specific context to deviate from this classification.. Claude suggested: Clothing - Ladies Clothing",Clothing - Ladies Clothing,,on-sale; globo_basis_collection; shire-saddleworld
gid://shopify/Product/10111693357348,callie-blouse-long-sleeve,Callie Blouse Long Sleeve,Shire Saddleworld,(No Product Type),Clothing - Ladies Clothing,90,claude-validated,"Claude override (higher confidence): While 'CLOTHING: Casual Clothing Ladies' is a reasonable classification, the more appropriate type from the valid list is 'Clothing - Ladies Clothing'. The product is a long sleeve blouse which is clearly ladies' clothing. The 'Clothing - Ladies Clothing' category is broader and more suitable for a blouse that could be worn in various contexts (casual or equestrian). The original classification assumes it's casual wear, but given the vendor is Shire Saddleworld (an equestrian store), this could also be riding apparel. The broader 'Clothing - Ladies Clothing' category is more accurate without making assumptions about the specific use case.. OpenAI suggested: CLOTHING: Casual Clothing Ladies",CLOTHING: Casual Clothing Ladies,,on-sale; globo_basis_collection; shire-saddleworld
gid://shopify/Product/10111693390116,luce-woman-breeches-fix-grip,Luce Woman Breeches fix grip,Shire Saddleworld,(No Product Type),Breeches,95,claude-validated,"Dual AI validation - OpenAI (90%) + Claude (95%) agree: The product title 'Luce Woman Breeches fix grip' explicitly contains the word 'Breeches' and is designed for women. The classification as 'Breeches' is correct and matches the valid product type list. The vendor 'Shire Saddleworld' is an equestrian retailer, which further confirms this is riding apparel. While more specific types like 'CLOTHING: Jodhpurs & Breeches Ladies' exist in the valid types list, 'Breeches' is also present as a standalone valid type and is an accurate classification. The confidence is very high given the explicit product naming.",,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10111693422884,lova-legging-full-seat-women,Lova Legging Full seat women,Shire Saddleworld,(No Product Type),Breeches & Riding Tights,95,claude-validated,"Dual AI validation - OpenAI (90%) + Claude (95%) agree: The product title 'Lova Legging Full seat women' clearly indicates this is a riding legging with a full seat design, which is specifically for equestrian use. The 'full seat' terminology is standard in equestrian apparel, referring to grip material covering the entire seat area. The vendor 'Shire Saddleworld' is an equestrian retailer, confirming the riding context. 'Breeches & Riding Tights' is the most appropriate classification from the available types. While 'Active Tights' exists in the list, it would be too generic and miss the specialized equestrian nature of this product. The classification is accurate and well-reasoned.",,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10111693488420,technical-riding-sock-black,Technical Riding Sock - Black,Shire Saddleworld,(No Product Type),CLOTHING: Socks,95,claude-validated,"Dual AI validation - OpenAI (90%) + Claude (95%) agree: The product title 'Technical Riding Sock - Black' clearly identifies this as a sock product. The classification 'CLOTHING: Socks' is the most appropriate match from the valid product types list. The term 'Technical Riding' indicates these are specialized socks for equestrian activities, but they are fundamentally socks and belong in the CLOTHING: Socks category. The vendor 'Shire Saddleworld' confirms the equestrian context. No other category in the valid types list would be more suitable for this product.",,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10111693553956,simhat-woman-jacket-rider,Simhat Woman Jacket Rider,Shire Saddleworld,(No Product Type),Casual Jacket,85,claude-validated,"OpenAI override (higher confidence): The title 'Simhat Woman Jacket Rider' suggests a jacket designed for women, likely for casual or riding purposes. The vendor 'Shire Saddleworld' and the collection tags do not provide additional specific context to classify it under a more specific riding category like 'Competition Jacket'.. Claude suggested: Clothing - Ladies Clothing",Clothing - Ladies Clothing,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10111693586724,eurohunter-cattai-helmet,Eurohunter Cattai Helmet,Shire Saddleworld,(No Product Type),Helmets,95,claude-validated,"OpenAI override (higher confidence): The title explicitly mentions 'Helmet', which directly corresponds to the product type 'Helmets'. The vendor being 'Shire Saddleworld' suggests a focus on equestrian products, reinforcing the classification.. Claude suggested: CLOTHING: Hats & Caps",CLOTHING: Hats & Caps,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10111693652260,zilco-econo-air-combo-2,Zilco Econo-Air Combo,Shire Saddleworld,(No Product Type),Horse Rugs,85,claude-validated,"OpenAI override (higher confidence): The term 'Combo' in equestrian products often refers to a type of horse rug that includes both a body cover and a neck cover. 'Zilco' is a known brand that manufactures horse gear, and 'Econo-Air' suggests a lightweight or breathable material, which is common in horse rugs.. Claude suggested: Cotton Rugs",Cotton Rugs,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10111693717796,snowbee-pony-club-whip,Snowbee Pony Club Whip,Shire Saddleworld,(No Product Type),Whips,90,claude-validated,"OpenAI override (higher confidence): The product title 'Snowbee Pony Club Whip' clearly indicates that this is a whip, which is used in equestrian activities. The term 'Pony Club' suggests it is specifically designed for use with ponies, but the primary product type remains a whip.. Claude suggested: Clothing Accessories",Clothing Accessories,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10111693783332,casual-barn-slouch-sock,Casual Barn Slouch Sock,Shire Saddleworld,(No Product Type),CLOTHING: Socks,95,claude-validated,"Dual AI validation - OpenAI (90%) + Claude (95%) agree: The product title 'Casual Barn Slouch Sock' explicitly contains the word 'Sock', which directly corresponds to the product type 'CLOTHING: Socks' in the valid types list. The descriptor 'Slouch Sock' is a well-known style of sock. The 'Casual Barn' prefix likely indicates the intended use context (casual wear for barn/stable activities), which is consistent with equestrian apparel sold by Shire Saddleworld. This is a straightforward classification with clear evidence in the product title.",,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10111693848868,milrey-cap-sleeve-darla-top-washed-blue,Milrey Cap Sleeve Darla Top - Washed Blue,Shire Saddleworld,(No Product Type),CLOTHING: Casual Clothing Ladies,90,claude-validated,"Dual AI validation - OpenAI (85%) + Claude (90%) agree: The product is clearly a ladies' top based on the title 'Milrey Cap Sleeve Darla Top - Washed Blue'. The cap sleeve design and 'Darla Top' naming convention are typical of women's casual wear. While the vendor 'Shire Saddleworld' suggests an equestrian context, there are no indicators this is riding-specific apparel (no mention of technical features, competition wear, or riding functionality). The classification 'CLOTHING: Casual Clothing Ladies' is the most appropriate match from the available types. Alternative options like 'Clothing - Ladies Clothing' or 'Apparel - Ladies' could also apply, but the original classification is more specific and accurate for a casual top.",,,globo_basis_collection; shire-saddleworld
gid://shopify/Product/10111693947172,louna-legging-full-seat-women,Louna Legging Full Seat Women,Shire Saddleworld,(No Product Type),Breeches & Riding Tights,90,claude-validated,"Dual AI validation - OpenAI (85%) + Claude (90%) agree: The product name 'Louna Legging Full Seat Women' clearly indicates equestrian riding apparel. The 'Full Seat' terminology is specific to riding tights/breeches where grip material extends across the entire seat area for better saddle contact. The vendor 'Shire Saddleworld' specializes in equestrian products, further confirming this is riding-specific apparel. 'Breeches & Riding Tights' is the most appropriate classification from the valid product types list. My confidence is slightly higher (90% vs 85%) due to the clear equestrian context provided by both the product features and the specialized vendor.",,,globo_basis_collection; shire-saddleworld
