from,to,method,confidence,reasoning,is_new_category
/collections/horse-riding-apparel/ariat-breeches,/clothing/womens/breeches,ai-suggested,high,"Ariat breeches are riding apparel. The URL segment 'horse-riding-apparel' indicates clothing for riders, not horse equipment. Breeches fall under clothing/womens/breeches, which already exists and is the most appropriate category for Ariat brand breeches.",no
/collections/horse-riding-apparel/children,/clothing/kids,ai-suggested,high,"Horse riding apparel for children maps to the existing /clothing/kids category, which already contains riding-specific items like breeches, show jackets, and show shirts for children",no
/collections/horse-riding-apparel/unisex,/clothing/unisex,ai-suggested,high,"Horse riding apparel with unisex specification clearly belongs under /clothing. While /clothing has /mens, /womens, and /kids subdivisions, there is no existing /unisex category. Creating /clothing/unisex provides a logical parallel category for gender-neutral equestrian apparel.",yes
/collections/horse-riding-apparel/childrens,/clothing/kids,ai-suggested,high,"Horse riding apparel for children maps directly to the existing /clothing/kids category, which already contains subcategories for children's riding wear including breeches, show jackets, and show shirts",no
/collections/horse-riding-apparel/beanies-and-headbands,/clothing/accessories/beanies,ai-suggested,high,"Beanies and headbands are rider apparel accessories. While /rider/accessories/headbands exists, beanies are clothing items worn casually or while riding. The /clothing/accessories category already includes hats, caps, and scarves, making it the most appropriate location for beanies.",yes
/collections/horse-riding-apparel/base-layer,/clothing/activewear/base-layer,ai-suggested,high,"Base layers are equestrian riding apparel worn under other clothing. The top-level 'clothing' category is correct for rider apparel. An existing '/clothing/activewear' category exists, and base-layer fits naturally as a subcategory since base layers are performance activewear items.",yes
/collections/horse-riding-apparel/denim-breeches,/clothing/womens/breeches,ai-suggested,high,Denim breeches are riding apparel worn by riders. The existing /clothing/womens/breeches category is the appropriate destination as it encompasses all types of breeches including denim variants. Breeches are categorized under clothing rather than rider gear.,no
/collections/horse-riding-apparel/womens-breeches,/clothing/womens/breeches,ai-suggested,high,"The URL segments 'horse-riding-apparel' and 'womens-breeches' clearly indicate women's riding breeches, which are apparel items. The existing path /clothing/womens/breeches is a perfect match for this product category.",no
/collections/horse-riding-apparel/mens-breeches,/clothing/mens/breeches,exact-match,high,Already in redirects CSV,no
/collections/horse-riding-apparel/belts,/clothing/accessories/belts,exact-match,high,Already in redirects CSV,no
/collections/horse-riding-apparel/mens-tops,/clothing/mens/tops,ai-suggested,high,"Horse riding apparel for men's tops clearly belongs in the clothing category. While /clothing/mens and /clothing/tops exist separately, mens tops specifically should be nested under mens for better categorization consistency with the existing structure (mens/breeches, mens/casual, etc.)",yes
/collections/horse-riding-apparel/horse-riding-and-casual-shirts,/clothing/tops/shirts,ai-suggested,high,Horse riding and casual shirts are apparel items that fit under clothing/tops/shirts. The existing category structure already has /clothing/tops/shirts which encompasses both riding and casual shirts worn by riders.,no
/collections/horse-riding-apparel/polo-tops,/clothing/tops/polo-shirts,ai-suggested,high,Polo tops are equestrian apparel items worn by riders. The existing path /clothing/tops/polo-shirts is a perfect match for this product category.,no
/collections/horse-riding-apparel/casual-jackets,/clothing/outerwear/jackets,ai-suggested,high,"Horse riding apparel casual jackets are rider clothing items. The existing /clothing/outerwear/jackets path covers casual jackets worn by riders, as opposed to show-specific jackets which have their own category at /clothing/outerwear/show-jackets",no
/collections/horse-riding-apparel/socks,/clothing/accessories/socks,exact-match,high,Already in redirects CSV,no
/collections/horse-riding-apparel/show-jackets,/clothing/kids/show-jackets,exact-match,high,Already in redirects CSV,no
/collections/horse-riding-apparel/mens,/clothing/mens,exact-match,high,Already in redirects CSV,no
/collections/horse-riding-apparel/womens,/clothing/womens,exact-match,high,Already in redirects CSV,no
/collections/horse-riding-apparel/stock,/rider/accessories/stocks,exact-match,high,Already in redirects CSV,no
/collections/horse-riding-apparel/riding-tights,/clothing/womens/tights,exact-match,high,Already in redirects CSV,no
/collections/horse-riding-apparel/women,/clothing/womens,ai-suggested,high,Horse riding apparel for women belongs in the clothing category. The existing /clothing/womens path is the perfect match for women's equestrian apparel.,no
/collections/horse-riding-apparel/horse-riding-jeans,/clothing/mens/jeans,ai-suggested,high,Horse riding jeans are equestrian apparel worn by riders. The existing /clothing/mens/jeans path is appropriate as riding jeans are a specialized type of jeans for equestrian activities. There's also /clothing/womens/jeans for women's riding jeans.,no
/collections/westerns-saddles-usa/jumping,/horse/saddles/jumping,exact-match,high,Already in redirects CSV,no
/collections/westerns-saddles-usa/dressage,/horse/saddles/dressage,exact-match,high,Already in redirects CSV,no
/collections/strapping/grackle-bridles,/horse/tack/bridles,ai-suggested,high,Grackle bridles are a type of bridle (distinguished by their figure-8 or crossed noseband). The existing /horse/tack/bridles category is the appropriate match for all bridle types including grackle bridles.,no
/collections/strapping/equipe-bridles,/horse/tack/bridles,ai-suggested,high,"Equipe is a brand that makes bridles. The 'strapping' segment refers to leather strapping/tack, and 'equipe-bridles' clearly indicates this is a bridle product. The existing /horse/tack/bridles path is the perfect match for this product category.",no
/collections/strapping/bridle,/horse/tack/bridles,exact-match,high,Already in redirects CSV,no
/collections/strapping/browbands-for-horses,/horse/tack/browbands,ai-suggested,high,"Browbands are horse tack components that attach to bridles. While bridles exist under /horse/tack/bridles, browbands deserve their own subcategory as a distinct tack accessory. The 'strapping' segment refers to decorative leather work, which aligns with tack equipment.",yes
/collections/strapping/bridles,/horse/tack/bridles,exact-match,high,Already in redirects CSV,no
/collections/strapping/dressage-bridles,/horse/tack/bridles,ai-suggested,high,"Dressage bridles are a type of bridle, which is horse tack. The existing /horse/tack/bridles path is the appropriate category for all bridle types including dressage-specific ones. 'Strapping' appears to be a brand or collection name rather than a product category.",no
/collections/strapping/western-breastplates,/horse/tack/breastplates,ai-suggested,high,"Western breastplates are a type of breastplate tack. The existing /horse/tack/breastplates category is the perfect match, as it would encompass both English and Western style breastplates.",no
/collections/strapping/breastplates-martingales,/horse/tack/breastplates-martingales,ai-suggested,high,"Breastplates and martingales are closely related tack items that are often sold together. While /horse/tack/breastplates and /horse/tack/martingales exist separately, the old URL explicitly combines them, suggesting a combined category would better serve users looking for either item type.",yes
/collections/strapping/showjumping-bridles,/horse/tack/bridles,ai-suggested,high,"Showjumping bridles are a type of bridle, which is tack equipment for horses. The existing /horse/tack/bridles category is the perfect match for this product type. The 'strapping' segment likely refers to bridle straps/leather work, and 'showjumping-bridles' are specialized bridles used in jumping disciplines.",no
/collections/strapping/reins,/horse/tack/reins,exact-match,high,Already in redirects CSV,no
/collections/strapping/showjumping-girths,/horse/tack/girths,ai-suggested,high,"Showjumping girths are a type of girth (tack item that secures the saddle). The existing /horse/tack/girths category is the perfect match, as it covers all girth types including those used for showjumping.",no
/collections/strapping/all-purpose-girths,/horse/tack/girths,ai-suggested,high,"All-purpose girths are tack equipment used to secure saddles. The existing /horse/tack/girths category is the perfect match for this product type, as girths (including all-purpose variants) are fundamental tack items.",no
/collections/black-friday-deals-for-equestrians/jumping,/horse/boots/jumping,exact-match,high,Already in redirects CSV,no
/collections/black-friday-deals-for-equestrians/bit,/horse/bits,ai-suggested,high,"The segment 'bit' clearly refers to horse bits, which is tack equipment used in the horse's mouth. The existing category '/horse/bits' is a perfect match for this product type.",no
