product_id,handle,title,vendor,product_type,bullet_1,bullet_2,bullet_3,confidence_score,generated_date,needs_review,reasoning
gid://shopify/Product/6952520777809,animo-madox-mens-breeches,Men's MADOX Breeches By Animo,Dapple EQ,Breeches,Double lined fabric reduces friction for all-day comfort,AGS knee grip enhances stability during competition,Minimalist design in classic white for a sleek look,95,2026-01-23T05:56:51.052Z,false,"The selected bullet points highlight the unique features of the MADOX breeches: double lined fabric for comfort, AGS knee grip for performance, and minimalist design for style. These aspects differentiate the product in the market."
gid://shopify/Product/6952520810577,animo-lirok-ladies-jacket,Animo Lirok Ladies Jacket,Dapple EQ,Casual Jacket,100% cotton outer for breathable comfort and durability,Polyester Fodera lining enhances warmth and insulation,Elegant Vino colour adds a stylish touch to any outfit,95,2026-01-23T05:56:51.052Z,false,"The bullets focus on the specific materials used (cotton and polyester) and their benefits, as well as the unique Vino colour that differentiates the jacket. These elements are highlighted in the description and are likely to appeal to potential buyers."
gid://shopify/Product/6952520908881,animo-libra-jacket,Animo Liba Jacket,Dapple EQ,Competition Jacket,Italian craftsmanship with crystal embellishments on collar and sleeve,"Available in three elegant colours: Oltremare, Amaranto, Blu Navy","Exclusively available in Australia, sizes 36, 38, 40, 46",90,2026-01-23T05:56:51.052Z,false,"The bullets highlight the unique Italian craftsmanship, the specific colour options, and the exclusive availability in Australia, which are key differentiators for this product."
gid://shopify/Product/6952521072721,animo-ministro-mens-full-grip-breeches,Animo Full Grip Breeches for Men - MINISTRO Model,Dapple EQ,Breeches,Full Grip seat ensures superior saddle stability during rides,"Lightweight, breathable fabric keeps you cool and comfortable",Exclusively available in classic white for a sleek competition look,95,2026-01-23T05:56:51.052Z,false,"The bullets focus on the specific features of the breeches: the full grip seat, the lightweight and breathable fabric, and the exclusive colour option, which are key selling points for competitive riders."
gid://shopify/Product/6952521105489,animo-nagle-high-waisted-full-seat,Animo Nagle High Waist Full Seat: Women's Horse Riding Breeches,Dapple EQ,Ladies Breeches,High-waisted design for enhanced core support and stability,Full seat grip offers superior saddle security and control,Spacious front pockets fit most smartphones for convenience,95,2026-01-23T05:56:51.052Z,false,"The bullets highlight specific features such as the high-waisted design, full seat grip, and large front pockets, which are key differentiators for these breeches. These features are directly extracted from the product description and provide tangible benefits to the user."
gid://shopify/Product/6952521433169,animo-nambi-girls-breeches,Animo Girls Nambi Breeches,Dapple EQ,Girls Breeches,Swarovski crystals embellish back pockets for a touch of glamour,"Designed exclusively for the Australian market, ensuring unique style","Available in sizes 13 and 14, tailored for a perfect fit",95,2026-01-23T05:56:51.052Z,false,"The bullets highlight the unique Swarovski crystal feature, the exclusive availability in Australia, and the specific sizing, which are key differentiators for this product."
gid://shopify/Product/6952521531473,animo-nibis-high-waisted-jeans,Animo Nibis High Waisted Jeans,Dapple EQ,Jeans,High waisted design for a flattering silhouette and comfort,"Distinctive pocket pattern adds a stylish, cool touch",Crafted in Italy ensuring superior craftsmanship,95,2026-01-23T05:56:51.052Z,false,"The bullets highlight the high waist feature, unique pocket design, and Italian craftsmanship, which are specific and differentiating features of the jeans."
gid://shopify/Product/6952521891921,animo-nenk-high-waisted-breeches,Animo Nenk High Waisted Breeches for Women's Horse Riding,Dapple EQ,Ladies Breeches,High-waisted design offers enhanced support and flattering fit,"Available in Oltremare, Calla, and white for versatile style options",Knee grip technology ensures stability and control during rides,95,2026-01-23T05:56:51.052Z,false,"The bullets highlight the high-waisted design for support, the colour options for style versatility, and the knee grip technology for riding stability, which are specific and unique features of the product."
gid://shopify/Product/6952522055761,animo-namiro-ladies-breeches,Animo Women's NAMIRO Breeches,Dapple EQ,Breeches,AGS knee grip enhances stability and control in the saddle,Anatomical Seat prevents chafing with extra fabric lining,"Stain resistant, water repellent fabric for easy maintenance",95,2026-01-23T05:56:51.052Z,false,"The chosen bullets highlight specific technologies and features that differentiate these breeches, such as the AGS knee grip, Anatomical Seat, and the fabric's stain and water resistance. These details provide clear benefits to the user, like enhanced stability, comfort, and ease of maintenance."
gid://shopify/Product/6952522219601,animo-nom-ladies-breeches,Women's Horse Riding Breeches: Animo NOM,Dapple EQ,Breeches,AGS knee patches for enhanced grip and stability while riding,Water repellent and stain resistant for easy maintenance,New Summer fabric reduces transparency for confident wear,95,2026-01-23T05:56:51.052Z,false,"These bullets focus on the specific features of the breeches: AGS knee patches, water and stain resistance, and improved fabric transparency. These are key differentiators that provide practical benefits to the user, aligning with the product's description."
gid://shopify/Product/6952522252369,animo-noa-full-grip-breeches,Animo Full Grip NOA Breeches,Dapple EQ,Breeches,Lightweight fabric ideal for year-round wear in varying climates,"Available in three stylish colours: White, Lotus, and Ombra",Full grip design ensures stability and security in the saddle,95,2026-01-23T05:56:51.052Z,false,"The bullets highlight the specific features of the breeches: lightweight material for versatility, colour options for style, and full grip design for functionality. These points differentiate the product by focusing on practical benefits and aesthetic choices."
gid://shopify/Product/6952522416209,animo-nove-girls-jean-breeches,Girls' Animo Nove Jean Breeches for Equestrian Riding,Dapple EQ,Girls Breeches,Swarovski pattern on back adds a touch of sparkle and style,Denim fabric offers durability for both home and show use,"Available in sizes 8-14, tailored for Australian girls",85,2026-01-23T05:56:51.052Z,false,"The bullets highlight the unique Swarovski pattern for style, the durability of denim for versatile use, and the specific size range tailored for the Australian market. These features are specific and differentiate the product."
gid://shopify/Product/6952522645585,animo-nuxi-full-grip-ladies-breeches,Animo NUXI Full Grip Breeches for Women,Dapple EQ,Breeches,High waisted design offers superior core support and comfort,Full grip seat ensures enhanced stability and control in the saddle,Available in elegant Taupe and classic White for versatile styling,95,2026-01-23T05:56:51.052Z,false,"The bullets highlight the high waist for support, full grip for stability, and colour options for style, which are key differentiators of the product."
gid://shopify/Product/6952522842193,animo-ss20-boys-amleto-competition-polo,Animo SS20 AMLETO Boys' Competition Polo Top,Dapple EQ,Boys Show Shirt,Piquet fabric ensures breathability and comfort during competitions,Available exclusively in stylish Oltremare Navy for a sleek look,Designed for both competition and casual wear versatility,95,2026-01-23T05:56:51.052Z,false,"The bullets focus on the specific fabric used, the exclusive colour option, and the dual-purpose design, differentiating it from other polo tops. These features are directly extracted from the product description."
gid://shopify/Product/6952522874961,animo-nusto-ladies-breeches,Animo NUSTO Women's Horseback Riding Breeches,Dapple EQ,Breeches,Silicone knee grip for enhanced stability during rides,Swarovski detailing adds a touch of elegance and style,"Available in Lotus, White, and Amaranto for versatile wardrobe options",95,2026-01-23T05:56:51.052Z,false,"The bullets highlight specific features: silicone knee grips for functionality, Swarovski detailing for style, and colour options for versatility. These details are unique and directly extracted from the product description, aligning with the rules for creating specific and compelling product bullet points."
gid://shopify/Product/6952523006033,animo-tesea-socks,Animo TESEA Socks,Dapple EQ,Socks,Luxury stocking type perfect for under top boots,Available in elegant Grey & Navy for versatile style,"Sizes S, M, L ensure a comfortable fit for all riders",90,2026-01-23T05:56:51.052Z,false,"The bullets focus on the sock's specific use under boots, colour options, and size range, which are concrete features that appeal to the target market of female riders looking for stylish and functional riding socks."
gid://shopify/Product/6952523071569,animo-top-socks,Animo Top Socks,Dapple EQ,Socks,Moisture-wicking fabric keeps feet dry and odour-free during rides,Crystal accents and sporty colours add stylish flair to your outfit,"Thin, stretchy material ensures a smooth fit under tall boots",95,2026-01-23T05:56:51.052Z,false,"The bullets focus on specific features like moisture-wicking fabric, stylish crystal accents, and the thin, stretchy material, which are unique selling points of the Animo Top Socks."
gid://shopify/Product/6952523956305,anna-scarpati-felipa-show-shirt,Anna Scarpati Felipa Exhibition Shirt,Dapple EQ,Show Shirt,Jersey Magic Skin fabric for a barely-there feel during rides,Short sleeve design ideal for warm Australian climates,Available in sizes 38 to 48 for a perfect fit,95,2026-01-23T05:56:51.052Z,false,"The bullets highlight the unique Jersey Magic Skin fabric for comfort, the suitability for warm climates with short sleeves, and the range of sizes available, which are specific and measurable features from the description."
gid://shopify/Product/6952524120145,anna-scarpati-freg-show-shirt,Anna Scarpati Show Shirt Freg,Dapple EQ,Show Shirt,Jersey magic skin fabric for unparalleled flexibility and comfort,Designed for showjumpers and dressage riders seeking performance,Available exclusively in Australia through Dapple EQ,95,2026-01-23T05:56:51.052Z,false,"The bullets highlight the unique fabric technology, specific target audience, and exclusivity in the Australian market, differentiating the product from others."
gid://shopify/Product/6952524447825,luxx-eq-silk-scarves,Luxx EQ Silk Scarves,Dapple EQ,Scarf,"100% Silk Georgette, 8mm weight for a lightweight, elegant drape","Hand rolled hem for a refined, artisanal finish",Available in two sizes: Medium (42x42 in) & Large (80x42 in),95,2026-01-23T05:56:51.052Z,false,"The bullets highlight the specific materials, craftsmanship, and size options that set these scarves apart. The focus on silk type and weight, hand-rolled hem, and size availability provides concrete information that appeals to potential buyers looking for luxury and detail."
gid://shopify/Product/6952525004881,pampeano-audaz-argentinian-polo-belt,Pampeano 'Audaz' Argentinian Polo Belt,Dapple EQ,Belts,Hand-cut from vegetable tanned leather for eco-friendly style,Iconic diamond pampa pattern woven with wax-dipped threads,Available in sizes 80cm to 110cm for perfect fit options,95,2026-01-23T05:56:51.052Z,false,"The chosen bullets highlight the eco-friendly material, unique craftsmanship, and size variety, which are specific and differentiating features of the product."
gid://shopify/Product/6952525037649,pampeano-ceibo-aregentinia-polo-belt,Pampeano 'Ceibo' Aregentinia Polo Belt,Dapple EQ,Belts,Handcrafted in Argentina with 5-hour meticulous weaving process,High-density waxed yarn ensures durability and intricate design,Premium A grade vegetable tanned leather for lasting elegance,95,2026-01-23T05:56:51.052Z,false,"The bullets focus on the unique craftsmanship, materials, and design process, highlighting the product's distinctiveness and quality."
gid://shopify/Product/6952525267025,pampeano-roca-argentinian-polo-belt,Pampeano 'Roca' Argentinian Polo Belt,Dapple EQ,Belts,Hand-woven with wax-dipped threads for durability and vibrant colour,"Vegetable-tanned Argentinian leather offers a buttery, smooth finish","Available in sizes 80cm to 110cm, perfect for a tailored fit",95,2026-01-23T05:56:51.052Z,false,"These bullets focus on the unique materials and craftsmanship, such as wax-dipped threads and vegetable-tanned leather, which are specific to this product. The size range is also highlighted, offering a concrete benefit for fit. These details differentiate the product from generic belts."
gid://shopify/Product/6952525725777,animo-anice-boys-show-shirt-amaranto-only,Animo ANICE Boys Show Shirt *Amaranto only*,Dapple EQ,Boys Show Shirt,"Amaranto colour offers a unique, stylish look for competitions",Quick-dry jersey fabric ensures comfort during long show days,Machine washable at 30°C for easy care and maintenance,95,2026-01-23T05:56:51.052Z,false,"The bullets highlight the unique Amaranto colour, the practical quick-dry fabric, and the convenience of machine washability, which are specific and appealing features for the target audience."
gid://shopify/Product/6952525791313,animo-amalfi-mens-casual-polo-shirt,Animo Amalfi Men's Polo Top,Dapple EQ,Polo Shirt,Super soft pique fabric wicks moisture for all-day comfort,"Tailored fit construction provides a sleek, modern look",Available exclusively in Amaranto for a bold style statement,95,2026-01-23T05:56:51.052Z,false,"The bullets highlight the specific fabric benefits, fit style, and unique colour offering, which are key differentiators for this polo shirt."
gid://shopify/Product/6952526446673,animo-basan-show-shirt,Show Shirt by Animo BASAN,Dapple EQ,Show Shirt,Breathable fabric ensures comfort during long show days,Front zip opening for easy wear and quick changes,Available in unique Verde Salavia and Peonia colours,90,2026-01-23T05:56:51.052Z,false,"The bullets focus on specific features like breathable fabric, the convenience of a front zip, and the unique colour options, which are key selling points for this show shirt."
gid://shopify/Product/6952526577745,animo-belk-competition-shirt,Animo BELK competition Shirt,Dapple EQ,Show Shirt,Breathable fabric ensures comfort during intense competitions,Swarovski crystal Animo logo adds a touch of elegance,Available in Peonia & White to match your style preference,95,2026-01-23T05:56:51.052Z,false,"The bullets focus on specific features such as the breathable fabric, Swarovski crystal detailing, and colour options, which are unique selling points for this competition shirt."
gid://shopify/Product/6952526708817,animo-bezzy-ladies-competition-shirt,Animo BEZZY Ladies Competition Shirt,Dapple EQ,Show Shirt,Sequin detail adds sparkle with 'Hey There I'm Using Animo' slogan,Lightweight fabric ideal for staying cool in Australian summers,Convenient zip opening for easy wear and removal,95,2026-01-23T05:56:51.052Z,false,"The bullets highlight the unique sequin design, the practicality of the lightweight material for summer, and the ease of use with the zip opening. These features differentiate the shirt from generic competition shirts."
gid://shopify/Product/6952527167569,animo-bok-short-sleeve-top,Animo BOK Short Sleeve Top,Dapple EQ,Show Shirt,Unique Swarovski and pearl embellishments for a touch of elegance,"Breathable, stretchy fabric ensures comfort in Australian climates",Exclusive size 36 available; a rare find for collectors,95,2026-01-23T05:56:51.052Z,false,"The bullets highlight the unique design elements (Swarovski and pearls), material benefits (breathability and stretch), and exclusivity (limited size availability), which are key differentiators for this product."
gid://shopify/Product/6952527462481,animo-curt-mens-casual-t-shirt,Animo Men's CURT Casual T-Shirt,Dapple EQ,t-shirt,Lightweight fabric ideal for all-day comfort and breathability,"Stylish Grigio Melange colour for a versatile, modern look",Perfect for transitioning from stable duties to casual outings,90,2026-01-23T05:56:51.052Z,false,"The bullets focus on the specific features of the Animo Men's CURT T-Shirt, such as its lightweight fabric, the unique Grigio Melange colour, and its versatility for different settings, which are key selling points for potential buyers."
gid://shopify/Product/6952527659089,animo-lanier-ladies-competition-jacket,Animo LANIER Ladies Competition Jacket,Dapple EQ,Competition Jacket,EVO fabric ensures premium comfort and easy washability,Tonal Animo buttons add a touch of elegance and style,Available in navy with grisly trim for a unique look,90,2026-01-23T05:56:51.052Z,false,"The bullets highlight specific features such as the EVO fabric, the unique tonal buttons, and the distinctive colour options, differentiating this jacket from others."
gid://shopify/Product/6952527888465,animo-hetic-belt,Animo's HETIC Belt,Dapple EQ,Belts,"Elastic construction for a comfortable, flexible fit",Distinctive green & navy pattern adds a stylish touch,Unisex design suitable for all fashion preferences,95,2026-01-23T05:56:51.052Z,false,"The bullets focus on the specific features of the belt: its elastic material for comfort, the unique green and navy pattern for style, and its unisex design for versatility. These points highlight the product's distinct characteristics and appeal."
gid://shopify/Product/6952528085073,animo-ikko-mens-competition-jacket,Animo IKKO Men's Competition Jacket,Dapple EQ,Mens Competition Jacket,"Elastic Evo fabric for a perfect, comfortable fit during competitions","100% Made in Italy, ensuring superior craftsmanship and style",Institutional Animo logo on the shoulder for a touch of elegance,95,2026-01-23T05:56:51.052Z,false,"The bullets highlight specific features like the elastic Evo fabric, the Italian craftsmanship, and the distinct Animo logo, which are unique selling points that differentiate this jacket from others."
gid://shopify/Product/6952528183377,animo-laria-ladies-jacket,Animo LARIA Ladies Jacket,Dapple EQ,ladies jacket,Swarovski crystals on chest for a touch of elegance and style,Softshell fabric offers wind resistance for outdoor activities,"Available in sizes 40-48, tailored for Australian women",85,2026-01-23T05:56:51.052Z,false,"The bullets focus on unique features such as the Swarovski crystals, functional softshell material, and size range tailored for Australian women, differentiating the jacket in the market."
gid://shopify/Product/6952528216145,animo-lenz-blazer-jacket,Animo Lenz Blazer Jacket,Dapple EQ,jacket,Tailored fit enhances silhouette for versatile styling,Available exclusively in classic black for timeless elegance,Perfect for Australian casual or work settings,85,2026-01-23T05:56:51.052Z,false,"The bullets focus on the blazer's tailored fit, exclusive colour offering, and versatility, which are key differentiators. The information is extracted from the product description, emphasizing its suitability for various occasions and the Australian market."
gid://shopify/Product/6952528576593,animo-loria-girls-competition-jacket,Animo Loria Girls Competition jacket,Dapple EQ,Girls Competition Jacket,Made in Italy ensuring superior craftsmanship and style,All-weather fabric keeps riders comfortable in any climate,Tailored fit enhances performance and elegance in competition,85,2026-01-23T05:56:51.052Z,false,"The bullets highlight the jacket's Italian craftsmanship, all-weather suitability, and tailored fit—key differentiators for a competition jacket. These features are specific and relevant to the target market, while avoiding generic statements."
gid://shopify/Product/6952528838737,animo-nag-girls-denim-breeches,Animo NAG Girls Denim Breeches,Dapple EQ,Jeans,AGS knee grip for enhanced stability during rides,Stretchy denim fabric offers maximum comfort and flexibility,Stylish back pocket detailing for a fashionable look,95,2026-01-23T05:56:51.052Z,false,"The bullets focus on the specific features like AGS knee grip, stretchy denim, and stylish detailing, which are key differentiators for the breeches. These features highlight the product's unique benefits for horse riding and casual wear."
gid://shopify/Product/6952529068113,animo-molo-mens-breeches,Breeches For Men By Animo MOLO,Dapple EQ,Breeches,Double-lined to prevent friction and ensure comfort during rides,Large front pockets for convenient storage of essentials,"Super lightweight, stretchy fabric ideal for competitions",95,2026-01-23T05:56:51.052Z,false,"The bullets focus on specific features like double lining, large pockets, and lightweight fabric, which are unique selling points of the breeches. These details differentiate the product by highlighting comfort, practicality, and suitability for competitive settings."
gid://shopify/Product/6952529199185,animo-naffe-girls-breeches-navy-only,Animo NAFFE Girls Breeches *Navy Only*,Dapple EQ,Girls Breeches,Swarovski detailing adds a touch of sparkle and elegance to back pockets,Water resistant and stain repellent for easy maintenance and durability,High stretch fabric ensures comfort and flexibility during rides,95,2026-01-23T05:56:51.052Z,false,"The selected bullets highlight the unique Swarovski detailing, practical water and stain resistance, and the comfort of high stretch fabric, all of which are specific and differentiating features of the product."
gid://shopify/Product/6952529559633,animo-nagle-high-waisted-breeches,Women's Animo Nagle High Waisted Breeches,Dapple EQ,Breeches,High waisted design offers superior support and flattering fit,Knee grip technology ensures stability and control while riding,Two large front pockets fit most smartphones for convenience,95,2026-01-23T05:56:51.052Z,false,"The bullets focus on specific features like the high waist design, knee grip technology, and practical pocket size, which are key differentiators of the product."
gid://shopify/Product/6952529821777,animo-nibras-ladies-breeches,Women's Equestrian Riding Breeches: Animo Nibras,Dapple EQ,Ladies Breeches,"82% polyamide, 18% spandex blend for elasticity and comfort",Full-grip trim provides secure saddle grip for enhanced stability,Quick-drying Winning Line fabric for effortless maintenance,95,2026-01-23T05:56:51.052Z,false,"These bullets highlight the unique material composition, functional benefits like grip and maintenance, and aesthetic features, distinguishing the product effectively."
gid://shopify/Product/6952529985617,animo-nakifal-breeches,Animo NAKIFAL Women's Breeches,Dapple EQ,Breeches,Silver fabric accents on back pockets for stylish contrast,New Animo knee gripping system for enhanced saddle stability,Higher waistline for improved fit and comfort while riding,95,2026-01-23T05:56:51.052Z,false,"The bullets highlight specific features such as the silver fabric accents, the new knee gripping system, and the higher waistline, which are unique selling points that differentiate these breeches from others. These details are directly extracted from the product description and align with the rules provided."
gid://shopify/Product/6952531034193,animo-seili-sleeveless-knit,Animo SEILI Sleeveless Knit,Dapple EQ,Knitwear,Versatile sleeveless design ideal for layering in any season,"Available in elegant grey, perfect for casual or riding wear","Offered in sizes 38, 42, 44, 46 for a tailored fit",90,2026-01-23T05:56:51.052Z,false,"The bullets highlight the product's versatility, colour, and size options, which are specific features mentioned in the description. These aspects differentiate the product by focusing on its adaptability, style, and fit, which are important for potential buyers."
gid://shopify/Product/6952531165265,animo-ss20-boys-iale-competition-jacket,Animo SS20 Boys IALE Competition Jacket,Dapple EQ,Boys Competition Jacket,"Stretchy, breathable fabric ensures comfort during long competitions","Available exclusively in Blu Navy for a sleek, classic look","Tailored fit for boys, suitable for all equestrian disciplines",95,2026-01-23T05:56:51.052Z,false,"The bullets highlight the specific fabric features, the unique colour availability, and the tailored fit, which are key differentiators for this competition jacket."
gid://shopify/Product/6952531230801,animo-spiga-ladies-knit,Animo Spiga Ladies Knit,Dapple EQ,Knitwear,Swarovski crystals embellish the Animo logo for a touch of elegance,"Made in Italy, ensuring superior craftsmanship and style",Hand wash only to maintain the integrity of delicate materials,95,2026-01-23T05:56:51.052Z,false,"These bullets highlight the specific features that make the product unique: Swarovski crystals, Italian craftsmanship, and care instructions. These details are concrete and differentiate the product from generic knitwear."
gid://shopify/Product/6952531329105,animo-ss20-mael-mens-breeches,Animo's MAEL Breeches For Men,Dapple EQ,Breeches,Double-lined fabric for enhanced comfort during competitions,"Available in White, Calla, and Ombra for versatile styling",Lightweight design ensures ease of movement in the ring,95,2026-01-23T05:56:51.052Z,false,"The bullets focus on specific features such as the double-lined fabric, colour options, and lightweight design, which are key selling points for competitive breeches. These details highlight the product's suitability for competitions and variety in style, appealing to the target audience."
gid://shopify/Product/6952531624017,animo-ss20-mens-argom-short-sleeve-competition-polo,"Mens ARGOM Polo Top for Animo SS20 Competition, Short Sleeve",Dapple EQ,Mens Show Shirt,Made from breathable fabric for maximum comfort in warm climates,"Available exclusively in Nero (Black) for a sleek, elegant look",Tailored fit with sizes 44-54 for a perfect competition-ready appearance,90,2026-01-23T05:56:51.052Z,false,"The bullets focus on specific features like fabric breathability, exclusive colour availability, and tailored sizing, which are key differentiators for this product."
gid://shopify/Product/6952531689553,animo-tadan-socks,Animo's TADAN Socks - Superior Comfort and Performance High-Quality Socks,Dapple EQ,Socks,Thinner design ideal for wearing under tall boots,Available in S/M & L/XL for a perfect fit,Features a stunning horse pattern for a stylish look,95,2026-01-23T05:56:51.052Z,false,"The bullets highlight the specific features of the Animo TADAN socks, such as the thin design for boot compatibility, size options for fit, and the unique horse pattern, which are key differentiators in the market."
gid://shopify/Product/6952531918929,animo-ss20-marlon-mens-breeches,Animo Men's Breeches MARLON SS20,Dapple EQ,Mens Breeches,AGS knee grip for enhanced stability during competition,Lightweight fabric ensures maximum comfort and mobility,Side pockets for convenient storage without bulk,95,2026-01-23T05:56:51.052Z,false,"The bullet points focus on the specific features like AGS knee grip, lightweight material, and side pockets, which are key differentiators for these breeches. These features provide tangible benefits that are important to the target audience, such as stability, comfort, and practicality."
gid://shopify/Product/6952531951697,animo-tipic-socks,Animo Tipic Socks,Dapple EQ,Socks,"85% microfiber blend ensures a snug, comfortable fit for all-day wear",Nostatex silver thread offers tear-resistant durability and longevity,Available in stylish grigio and ombra to match any riding outfit,95,2026-01-23T05:56:51.052Z,false,"The chosen bullets highlight the key materials and unique features such as the microfiber blend for comfort, the durable Nostatex silver thread, and the colour options. These details are specific and relevant to potential buyers, focusing on the product's unique selling points."
gid://shopify/Product/6952531984465,animo-tenk-socks,Animo TENK Socks,Dapple EQ,Socks,Moisture management material keeps feet dry during rides,Junior sizing ensures a perfect fit for younger riders,Available in stylish Navy with Red accents for a classic look,95,2026-01-23T05:56:51.052Z,false,"The bullets highlight the specific features such as moisture management, junior sizing, and the unique colour combination, which are key differentiators for this product."
gid://shopify/Product/6952532082769,animo-toronto-socks,Socks From Animo's Toronto Collection,Dapple EQ,Socks,"Available in sizes S, M & L for a perfect fit",Exclusively available in elegant Navy colour,Designed specifically for riding with ideal length,90,2026-01-23T05:56:51.052Z,false,"The bullets focus on specific features: size availability, exclusive colour, and design purpose. These are concrete details from the description that differentiate the product."
gid://shopify/Product/6952532181073,animo-treccia-socks,Socks From Animo Treccia,Dapple EQ,Socks,Reinforced footbed for enhanced comfort during long rides,Anti-bacterial effect to keep feet fresh and hygienic,Silver studded Animo logo adds a touch of sparkle,95,2026-01-23T05:56:51.052Z,false,"The selected bullet points emphasize the unique features of the socks, such as the reinforced footbed for comfort, the anti-bacterial properties for hygiene, and the distinctive silver studded logo for style. These features are specific and differentiate the product from generic socks, aligning with the task requirements."
gid://shopify/Product/6952532803665,anky-longsleeve-polo,Anky Longsleeve Polo Shirt,Dapple EQ,long sleeve,Polygiene finish effectively neutralises odours for all-day freshness,Extra-long sleeves with thumb holes for added warmth and coverage,"94% Polyester, 6% Elastane blend offers superior stretch and comfort",95,2026-01-23T05:56:51.052Z,false,"These bullets highlight specific features like the Polygiene finish for odour control, the practical design of extra-long sleeves with thumb holes, and the fabric composition for stretch and comfort. These details differentiate the product by focusing on its unique materials and functional design elements."
gid://shopify/Product/6952532901969,anky-new-pullover-half-zip,ANKY Zip Closure New Polo Top,Dapple EQ,Polo Shirt,Strategic reinforcement for enhanced durability during intense rides,Precise stitching ensures long-lasting wear and robust performance,"Available in XL and XXL, tailored for Australian equestrian enthusiasts",90,2026-01-23T05:56:51.052Z,false,"The bullets highlight specific features such as strategic reinforcement and precise stitching, which are crucial for durability in equestrian sports. The size availability is relevant for the Australian market, aligning with the 'Australia only' tag. These details differentiate the product effectively."
gid://shopify/Product/6952533327953,anna-scarpati-sadoc-girls-breeches,Anna Scarpati Sadoc Breeches For Girls,Dapple EQ,Girls Breeches,"Silver pocket details add a sporty, glittery touch",Gel grip knee panels for enhanced stability in the saddle,"Exclusively available in white, perfect for competitions",95,2026-01-23T05:56:51.052Z,false,"The bullets highlight the unique silver detailing, gel grip feature, and colour exclusivity, which are specific and differentiating features of the product."
gid://shopify/Product/6952533753937,anna-scarpati-soraya-full-seat-breeches,Full Seat Breeches Soraya by Anna Scarpati,Dapple EQ,Breeches,Silicone full seat ensures non-slip grip without irritation,Made in Italy for superior craftsmanship and style,"Available in sizes 38, 42, and 44 for a tailored fit",95,2026-01-23T05:56:51.052Z,false,"The bullets focus on specific features like the silicone full seat, Italian manufacturing, and available sizes, which are key selling points for potential buyers. These aspects differentiate the breeches in terms of comfort, quality, and fit."
gid://shopify/Product/6952533786705,dapple-eq-cap,Dapple EQ Cap,Dapple EQ,Cap,"Available in classic black for a sleek, stylish look","Standard one size fits most for easy, comfortable wear",Perfect for everyday stable use or equestrian shows,85,2026-01-23T05:56:51.052Z,false,"The bullets highlight the specific features of the cap: its colour, size, and suitability for equestrian settings, which are key differentiators for potential buyers."
gid://shopify/Product/6952533819473,dapple-tees,Dapple Tees,Dapple EQ,TShirt,100% cotton fabric for breathable comfort during rides,Scoop hem design offers a flattering fit and style,Available exclusively in classic black for versatile wear,95,2026-01-23T05:56:51.052Z,false,"The bullets highlight the specific material (100% cotton), design feature (scoop hem), and colour availability (black only), which are the unique selling points of the Dapple Tees. These features differentiate the product by focusing on comfort, style, and exclusivity."
gid://shopify/Product/6952534507601,for-horses-pat-breeches,Women's Horse Riding Breeches: For Horses Pat,Dapple EQ,Breeches,High inner knee grip for enhanced stability and control,Zipper closure eliminates waistband gap for perfect fit,Lightweight Italian design offers full support and style,95,2026-01-23T05:56:51.052Z,false,"The selected bullets highlight specific features like the high inner knee grip, zipper closure, and Italian design, which are unique selling points. These aspects differentiate the breeches by focusing on functionality, fit, and style, which are crucial for riders."
gid://shopify/Product/6952534933585,pampeano-azules-argentinian-polo-belt,Pampeano 'Azules' Argentinian Polo Belt,Dapple EQ,Belts,Hand-stitched Azules pattern on A-grade Argentinian leather,Vegetable dyed and drum-softened for a supple finish,Brushed antique brass hardware adds a classic touch,95,2026-01-23T05:56:51.052Z,false,"The selected bullet points highlight the specific materials, craftsmanship, and unique design elements of the belt, such as the hand-stitched pattern, the vegetable dye process, and the antique brass hardware, which differentiate it from other belts."
gid://shopify/Product/6952535162961,pampeano-hermoso-argentinian-polo-belt,Pampeano 'Hermoso' Argentinian Polo Belt,Dapple EQ,Belts,Hand-stitched Argentine leather for timeless elegance and durability,Available in 80cm to 110cm for a perfect fit for everyone,Versatile design complements both casual and formal attire,95,2026-01-23T05:56:51.052Z,false,"The bullets focus on the unique hand-stitched craftsmanship, the range of sizes available, and the versatility of the belt's design, all specific features that differentiate this product."
gid://shopify/Product/6952535818321,pampeano-sereno-argentinian-polo-belt,Pampeano 'Sereno' Argentinian Polo Belt,Dapple EQ,Belts,Handwoven by Buenos Aires artisans for authentic craftsmanship,Rich Havana brown Argentine leather with vibrant saddlery threads,"Antique brass coloured buckle for a classic, elegant finish",95,2026-01-23T05:56:51.052Z,false,"The bullets focus on the unique craftsmanship, materials, and aesthetic features that distinguish the belt, aligning with the product's description."
gid://shopify/Product/6952537718865,animo-iachin-18-boys-competition-jacket,Animo IACHIN/18 Boys Competition Jacket,Dapple EQ,Boys Competition Jacket,"'Wooden' effect buttons add a classic, refined touch to the jacket","Evo fabric offers durability, water resistance, and is easy to wash",Machine washable at 30 degrees for convenient maintenance,95,2026-01-23T05:56:51.052Z,false,"The bullets highlight the unique 'wooden' effect buttons, the durable and water-resistant Evo fabric, and the convenience of being machine washable, all specific features that differentiate this jacket from others."
